label,statement,length,sensationalism
false,say ocean spray move bordentown process facil pennsylvania larg cost associ region greenhous gas initi,102,0.0
true,run presid,10,0.0
true,rhode island almost dead last among northeastern state length time first degr murder must spend prison theyr elig parol,120,0.009094573188658472
false,realli great program american histori social secur done without republican medicar done without republican support last vote realiz get board,141,0.0056796608472864385
false,dian black vote fund obamacar,29,0.0
barely-true,hurrican sandi destruct atlant storm ever,41,0.02864143633886962
mostly-true,hispan popul gwinnett henri counti increa percent percent respect sinc republican presidenti candid get smaller percentag vote counti,134,0.0
mostly-true,bipartisan senat unit state senat,33,0.006153691046681731
barely-true,say gov scott walker rai pay inmat dont rai pay staff correct institut,72,0.0
false,current debat author militari action islam state would first time congress would place limit command chief abil command chief,125,0.019714705692058576
mostly-true,u debt equal percent gdp,24,0.0
barely-true,tom ganley support percent nation sale tax would rai tax middl class give huge tax break millionair like,105,0.006450516300897213
half-true,pat toomey still support privat social secur,44,0.009907413299161894
true,marijuana kid smoke today marijuana jeb bush smoke year ago,59,0.0
true,barack obama vote born aliv legisl illinoi virtual ident feder law,66,0.007615996437934203
mostly-true,say trump shirt made bangladesh trump suit mexico trump vodka netherland trump crystal barwar slovenia cufflink tie china,121,0.0
false,say presid barack obama open new trade relationship nation,58,0.0
true,say taxpay subsidi oregon convent center hotel jump million close door session,78,0.0
barely-true,say buy four light bulb walmart singl compact fluoresc lamp cfl cost pop,72,0.0
mostly-true,jeb bush state florida decid privat email disclo,49,0.004514132010250971
true,histori tell us job growth alway lag behind econom growth,57,0.0
mostly-true,bill howel consist forc behind everi major tax increa virginia last decad,74,0.0
mostly-true,rhode island voter use moder parti master lever mechan didnt singl moder ballot,79,0.0
half-true,presid obama attack paul ryan medicar even though administr help jim langevin cut billion medicar,97,0.04907540013625511
pants-fire,say hillari clinton even delet record total support tran pacif partnership trade agreement book,95,0.006915614082875221
false,obama say iran tini countri pose serious threat,47,0.04700208250213356
pants-fire,barbara boxer worri weather instead terror biggest threat nation secur,70,0.11007224838244067
true,spend three time entitl debt servic defen,42,0.0
false,elect american peopl overwhelm said dont want obamacar dont want amnesti,72,0.0
half-true,dan patrick got caught pay tax pocket employ payrol tax,56,0.0
barely-true,say merrick garland author opinion result relea guantanamo bay prison part group violent islamist extremist state depart design terrorist,138,0.002580301225944548
true,congress percent approv rate yet percent incumb lawmak elect,60,0.0
barely-true,let bush tax cut expir would rai tax small busi,48,0.0
barely-true,statist bear time countri state make restrict abort law fatal go abort actual increa,85,0.010519300053995373
mostly-true,presid budget would take non defen spend lowest level percentag economi sinc jfk,81,0.0
mostly-true,approxim million disenfranchi felon unit state one quarter floridian,69,0.004149893753403466
pants-fire,obama basic threaten bomb pakistan,34,0.030888352533851582
false,governor consult member parti relea transport plan,51,0.0
false,ohio lost popul everi state countri except two,46,0.005271131642886839
mostly-true,california donald trump given jerri brown gavin newsom kamala harri,67,0.0
half-true,gov rick perri overseen highest texa unemploy year,50,0.0
false,support auto bailout,20,0.014670517882662382
mostly-true,ed gillespi book promot individu health care mandat recommend enforc ir incom tax code,86,0.0
barely-true,republican extremist tri take away abort right blake rocap stop,63,0.0
half-true,say obama refus recogn jerusalem capit israel,45,0.0
half-true,say help draft part dodd frank wall street reform bill,54,0.0
true,say incom tax rate eisenhow high percent,40,0.0
mostly-true,american homeownership rate q lowest rate yrs,45,0.0
half-true,romney medicar plan estim cost averag senior year,49,0.0
true,staf ratio offic resid seattl wed offic depart,46,0.0
true,depart veteran affair doctor prohibit recommend medic marijuana,63,0.0
mostly-true,career politician daniel webster becam speaker hous wast money spiral stairca offic,84,0.0
half-true,texa highest level turnout ever primari,39,0.0
false,say differ barack obama year experi,35,0.0
mostly-true,veteran take live day,21,0.0
half-true,unit state major countri earth doesnt guarant health care peopl right privileg,79,0.004081787022088723
barely-true,said former u ambassador kenya scott gration forc resign two year ago person use email,86,0.0
half-true,say florida model success pretrial relea program,49,0.0
barely-true,ever visit nashvil washington c see mani name initi carv desk,62,0.0
pants-fire,redistribut never characterist america,38,0.0
false,tampa strip club capit world,28,0.0
pants-fire,said reach power share agreement republican lt gov casey cagl,61,0.0
half-true,say bicycl park space requir one car,36,0.0
false,unseal record marquett univ,30,0.0
true,say u rep allen west constitu mine,34,0.0
false,u give foreign aid cuba venezuela even though countri enemi,59,0.0
half-true,say texa wildfir link climat chang,34,0.0
false,agreement goe effect million mexican citizen becom elig social secur benefit may far stronger claim benefit protect cut u citizen,129,0.0
pants-fire,earlier year john depetro accus sexual assault femal co worker,62,0.0
pants-fire,photo tea parti protest show crowd sprawl capitol washington monument,69,0.0
half-true,approv unit state point higher hillari clinton left secretari state offic took,78,0.008359738861837385
false,everi one supervisor elect florida refus carri effort remov noncitizen voter roll,81,0.0
mostly-true,bill richardson major democrat candid plan withdraw american troop iraq major democrat candid support leav american troop iraq indefinit,136,0.005103506436278993
true,earn vote state wisconsin donald trump new york,47,0.005595480370702011
half-true,republican congress eric cantor defeat christian white except one black senat appoint,85,0.0
pants-fire,stamp farm wind turbin built health risk flicker impact creat shadow blade turbin pose real signif health risk particular seizur,130,0.0
false,gov crist veto also clear way taxpay fund abort florida,55,0.0
true,say condemn violenc campaign stop arizona march,47,0.0
mostly-true,accord recent report wisconsin high school graduat rate also third best countri,79,0.0
mostly-true,iran extremist hijack broad base popular revolut shah establish brutal theocraci,80,0.0
barely-true,immigr reform marco rubio along say border secur first get spanish tv end say never get way,91,0.007400930590770072
false,dem control ohio hous vote chang process creat object criteria modifi constitut take polit effort draw legisl boundari,118,0.0
half-true,last year weve put peopl back work advanc economi combin,56,0.0
barely-true,obama vote critic resourc individu bodi armor helicopt ammunit aircraft,71,0.0
false,say u sen sherrod brown respon trillion debt,45,0.0
pants-fire,tom barrett leadership violent crime milwauk decrea lowest level year,71,0.012838671368287757
pants-fire,barack obama appear video whoomp,32,0.0
mostly-true,florida conceal weapon permit nation near doubl second state texa,65,0.02244507873773749
mostly-true,presid georg w bush u month uninterrupt job creation revenu time high,69,0.0
half-true,say gov scott walker didnt balanc budget larger state deficit month term elect,78,0.004100823331231185
false,say compar direct sale manufactur consum save avg per car sold franchi dealer model,84,0.0
mostly-true,say josh mandel vote let insur compani deni coverag autism,58,0.0
false,prior obamacar wisconsin percent wisconsinit cover insur obamacar percent wisconsinit cover insur hasnt impact,110,0.0
half-true,secretari clinton chang posit gun issu everi elect year seem one posit campaign presid obama say dont need feder standard,121,0.008421944384713442
barely-true,rifl use omar mateen shoot round minut,38,0.0
false,build run atlanta streetcar project creat job,45,0.0
false,wisconsin one bluest state scott walker unemploy rate around,60,0.004628489053168483
pants-fire,residenti properti tax provid near percent mayor tavera,55,0.0
mostly-true,assault weapon handgun allow state capitol bullhorn trumpet helium balloon flag pole ban,88,0.02427962463191391
false,teacher work third consecut year longer without salari increa,62,0.0
true,highest paid employ state rhode island basketb coach,55,0.004422779962547363
false,lobbyist run campaign,21,0.0
half-true,expand medicaid would requir borrow money drastic expand deficit,64,0.0
mostly-true,jeb bush two term offic florida graduat rate dead last remain near bottom,73,0.0
barely-true,farm one fastest grow area economi,34,0.0
false,weve seen increa alcohol use underag kid even though alcohol illeg kid,71,0.0
false,obamacar bureaucrat tri tell could get cat scan would delay treatment,69,0.0
mostly-true,propo keyston xl oil pipelin bipartisan propo,47,0.0
true,support gay marriag,19,0.015803814225758495
mostly-true,say mitt romney gave speech week ago said still troop iraq,58,0.0
mostly-true,say david dewhurst explicit advoc guest worker program illeg immigr,67,0.0
barely-true,republican propo chang medicar age particip kind health plan member congress,77,0.0
barely-true,say afford care act feder takeov student loan industri profit loan go help pay health care law,94,0.006251248687510591
false,barack obama day u senat abl vote quit often present,52,0.0
mostly-true,much percentof parent spanker,29,0.0
half-true,wisconsin one highest tax state nation,38,0.007527672020381959
false,say oppon bill flore help run compani laid worker paid execut million,69,0.0
pants-fire,say michel obama peopl staff nanci reagan,42,0.0
barely-true,say rick perri doubl spend decad,32,0.0
half-true,texa still public land feder govt want creat park must ask permiss,70,0.0
false,deci last week th time suprem court vote presid exceed constitut author,72,0.0
false,say tammi baldwin support law govern take deci medicin doctor hospit,69,0.015772647816895802
barely-true,project billion state budget shortfal actual come assumpt base zero growth doesnt happen,88,0.0034839091534006883
false,say noth continu let obamacar siphon billion dollar top medicar goe away less year certain account fall apart seam,114,0.0
false,say sen john mccain spent juli weekend islamabad pakistan sell f advanc weapon folk harbor osama bin laden,106,0.010917055738974613
false,say donald trump doesnt make thing america,42,0.0
barely-true,presid obama unnecessarili delay flight faa could cut spend,59,0.0
half-true,john cornyn vote increa debt rai tax bail wall street bank fund obamacar,74,0.0
barely-true,washington politician run social secur like ponzi scheme,56,0.0
true,say republican presidenti candid gov john kasich spent day state use taxpay money cost campaign,95,0.003956694095089475
pants-fire,ever wonder one ever came forward obama past say knew attend school friend etc one person ever come forward past,112,0.0
mostly-true,california sixth largest economi planet earth,45,0.0
false,barack obama plan call mandat fine small busi,45,0.0
false,say area near propo northern wisconsin iron ore mine hour away public hear mine held,85,0.0
false,credit rate went sinc ive offic,31,0.0
true,african american children percent like die asthma white kid,59,0.0
false,u polic kill peopl one month u k centuri,40,0.0
true,legislatur never given opportun debat vote loan million studio,62,0.0
mostly-true,got ceo make minut ordinari worker make year someth wrong,57,0.0
false,say soccer player u men nation team immigr,42,0.0
pants-fire,presid execut order could grant vote right illeg immigr newli legal pend legisl,79,0.0
mostly-true,rob portman fewest vote ohio u senat victor sinc,48,0.0
half-true,say u senat candid michel nunn handpick presid barack obama,60,0.0
false,china percent u debt,24,0.0
barely-true,chris sununu support obama common core agenda take away local control school,76,0.007441183353718905
barely-true,presid barack obama said unemploy never gon na go percent pass stimulus plan,76,0.0
half-true,gwinnett counti govern made signif cutback staf,49,0.0
half-true,say constitut specif state congress shall write legisl immigr polici barack obama lack author defer deport young illeg immigr,125,0.0028068141491762733
half-true,crime rise communiti casino,27,0.019056372304167346
true,american spend billion hour year compli tax law cost us billion compli tax law annual,85,0.011924779150236708
half-true,space shuttl nation museum unit state air forc near dayton would within day drive percent u popul,97,0.0031076766803330713
half-true,isnt cut budget congressdeci sequestr isnt secretari defen presid,67,0.0
mostly-true,arizona school rank th nation dead last fund per student,56,0.0
mostly-true,rhode island top countri alcohol relat fatal,44,0.0
pants-fire,maj nidal hasan man accus fort hood shoot advisor obama administr,65,0.0
false,florida second lowest campaign contribut limit entir countri,60,0.0
true,ceo wwe linda mcmahon caught tip ringsid physician feder investig illeg distribut steroid wrestler,98,0.0
barely-true,right hezbollah work throughout latin america venezuela mexico throughout latin america pose signif immin threat unit state america,133,0.025278168537270274
mostly-true,say take millionair food stamp unemploy would save million,58,0.0
mostly-true,last six poll includ week time magazin show beat john mccain six seven point,76,0.0
false,david beckham propo soccer stadium miami port threaten job billion econom impact tie cargo crui industri,106,0.0
barely-true,pass immigr reform make wage go averag averag household,55,0.0
half-true,say presid bill clinton rai top tax rate level propo obama countri experienc signif job growth,98,0.0
false,scott walker gave wisconsin job creation money croni corpor friend contribut campaign got million job develop incent,116,0.0
false,due action presid barack obama burger king nation headquart announc month pull franchi militari base,101,0.0
pants-fire,scott walker plan privat state land want sell deer highest bidder,65,0.00387886623917022
half-true,unit state alli line air strike syria obama pull rug,52,0.0038015054092765954
false,saw presid unit state engag american troop fourth conflict foreign land histor,78,0.003648298122090554
true,say hes sign pledg rai tax four time,37,0.0
half-true,unemploy texa risen two percentag point rick perri governor,59,0.0
pants-fire,u rep paul ryan sean duffi reid ribbl shut town hall meet make constitu pay attend,82,0.0
pants-fire,rick perri think inject year old girl controversi drug hpv vaccin without parent consent good idea,98,0.010943038959357665
false,gay pride vote noth discrimin,29,0.0
barely-true,republican still want privat social secur fact whole idea turn social secur trust fund wall street,98,0.0
mostly-true,night iowa caucus obama promi nation would health care reform focus cost contain oppo individu mandat said go republican,122,0.0
half-true,say florida rubber stamp phoni hor race,40,0.0
barely-true,one key thing leonard lanc look project vote smart websit gun gone far right say carri conceal weapon nation park,113,0.018210256753120158
half-true,say help lead launch curbsid recycl,35,0.0
barely-true,barack obama want govern take health care spend hundr billion dollar new money health insur everyon,99,0.0
half-true,million american work,21,0.0
true,nation debt increa everi secondgeorg allen serv theu senat,59,0.0
true,small staff still fewer decad ago yet caseload like court grown,63,0.0
true,guantanamo bay detain get h n vaccin,37,0.0
false,whether would vote budget propo rep paul ryan r wis,52,0.0
mostly-true,women ohio earn averag cent everi dollar earn man,49,0.0
false,hillari clinton campaign startedth birther controversi,54,0.0
mostly-true,averag taxpay see equiv percent pay rai result low fuel price,64,0.016341325330212486
barely-true,say bill nelson vote cut billion medicar pay obamacar,53,0.0
pants-fire,say u rep john barrow ga celebr gun ownership even face school shoot,68,0.009563365837973015
pants-fire,schoolchildren across nation forc watch presid justifi plan govern run health care bank automobil compani increa tax creat job rack debt presid,144,0.0
false,wisconsin employ repeat said survey anti busi litig climat one import factor affect expan deci,96,0.0
half-true,abort,5,0.0
false,pasco counti budget doubl past three year,41,0.0
half-true,fact past year tax cut almost time nation histori,49,0.0
half-true,say new state report confirm red light camera lead accid injuri greater cost,76,0.0034118804669416303
half-true,seven feder food assist program associ posit health nutrit outcom remain effect,79,0.0
barely-true,republican enact drastic cut k public school state nation,57,0.0050369854509257905
false,look fbi director said hillari clinton misconduct disgrac embarrass countri,75,0.018343668783485145
false,grandfath arriv unit state govern benefit immigr,48,0.0047070509829496565
false,say reject feder aid expand medicaid texa send billion feder tax paid texan state insur work poor,97,0.003341869078740123
mostly-true,big oil fill john mccain campaign million contribut,51,0.0
half-true,illeg immigr state theyr cost us billion dollar theyr take legal resid job,74,0.003720198553314402
false,third young peopl america america today abort one three pregnanc end abort,74,0.0
half-true,say mitt romney plan make catastroph cut educ,45,0.0
false,sex marriag,11,0.0
half-true,accord recent job report weve got american leav workforc find job,65,0.0
true,fidel castro made prefer known campaign unkind thing say,56,0.0
pants-fire,former atlanta public school superintend bever hall left school district signif better found,94,0.0
true,say feder gas tax rai sinc,27,0.0
mostly-true,home state near one five floridian live poverti,47,0.005089778339144702
pants-fire,nineti four percent bill pass senat debat vote amend read bill onlin disclosur,78,0.0
mostly-true,sinc last year address job creat mani high end employ scale,59,0.0
half-true,david perdu propo roll back clock women health care,52,0.0
barely-true,job save creat florida th congress district,46,0.0
false,say scott walker bad budget includ weekend worker,49,0.0
false,sayspresid obama alli congress gave power control medicar patient health care deci commiss unelect bureaucrat washington,121,0.0
half-true,sinc right wing extremist incl anti abort anti gov kill american islam extremist,80,0.013387707446963715
mostly-true,million peopl given look work altogeth,38,0.0
false,hillari clinton state depart offici send offici thank yous peopl gave clinton foundat,85,0.003146128564493922
half-true,say bill clinton sign law similar barack obama vote law someth like indiana religi freedom restor act,101,0.012774905063232977
false,say unit state nation afford citizenship anyon born whether legal illeg,71,0.004263964659501074
false,mari burk record fewer job,26,0.0
half-true,say would bring new job wisconsin donald trump would cost wisconsin job,71,0.0
false,say plan parenthood provid visit prenat care state,50,0.004798489437570996
false,say state govern worker better paid taxpay support,50,0.017456985719096707
barely-true,imprison give jail sentenc young peopl smoke marijuana,54,0.0
half-true,peopl sign obamacar,19,0.0
half-true,number new illeg immigr famili cross border far year alreadi exceed entir total,79,0.0
pants-fire,economi began nose dive democrat took control congress januari,62,0.0
barely-true,say russ feingold cut medicar billion,37,0.0
half-true,bin laden declar war pakistan,29,0.015566306942333519
mostly-true,famili earn much qualifi oregon healthi kid program,51,0.0
half-true,say curri counti make call like wait hour respon,54,0.0
barely-true,say governor democrat vote billion dollar properti tax cut u senat rival tammi baldwin vote,91,0.0
mostly-true,tallahass politician bureaucrat tri run school ive stood protect local control,79,0.0
true,john mccain said last year know solut mortgag crisi,51,0.0
half-true,one wisconsin school district worri lose state fund stop give milk elementari school kid snack time,99,0.0030877392261198233
mostly-true,mitt romney tear squar foot hous build squar foot hous,54,0.0
half-true,jeff weem legal record one defend bp enron everi big oil compani work man,73,0.0
mostly-true,crime rate continu plummet,26,0.019476941446704532
pants-fire,sell hous pay percent sale tax,30,0.0
mostly-true,nra support background check,28,0.013028829733000125
mostly-true,tax plan promot north carolina senat candid thom tilli overwhelm benefit wealthi,80,0.0
barely-true,prior everybodi pray school start bibl princip textbook school,62,0.0
mostly-true,dekalb sewer project creat direct job per year peak product mani set asid exclus dekalb resid,93,0.0
true,romney said state tuition illeg immigr,38,0.0064488916825891085
true,cant give child aspirin school without permiss cant kind medic secret take child abort,86,0.0
false,twenti percent singl adult age kid work even school tri find job,64,0.0
true,tortur,6,0.0
barely-true,say drug cartel use social media offer rebat children central america get smuggl unit state,91,0.03852861201360769
false,presid obama plan impo tax least percent medicar prescript drug benefit low incom beneficiari,94,0.01424542596063294
half-true,say danni tarkanian nra frate,29,0.0
half-true,unit state stop plan build missil defen shield eastern europ gift russia,73,0.003264867516040937
pants-fire,say steve kagen promi us job vote billion stimulus cost anoth job lost,71,0.0
half-true,delay health care mandat busi,29,0.0
mostly-true,georgia civil forfeitur law among worst countri worst south,59,0.007335023115140116
barely-true,gas price gone percent sinc obama becam presid highest gas price increa sinc carter,84,0.025688304255119032
mostly-true,romney would turn medicar voucher program,41,0.0
false,report came continu presid obama polici look percent unemploy next year fourth quarter,86,0.0
mostly-true,forti six state line item veto governor,39,0.004693425844303101
false,way feder govern spend florida reject high speed rail money,59,0.0
false,accord barack obama newest unconstitut enact law health care profess requir violat hipaa privaci law submit medic data govern use justif gun confisc,151,0.01564480918641864
mostly-true,mike huckab rai tax dog groomer,33,0.0
mostly-true,say jeb bush happen major republican voter areon give legal status illeg immigr,79,0.0
mostly-true,massachusett less percent kid uninsur gov perri million kid uninsur texa,72,0.0
mostly-true,graduat third grade read score state sinc took offic,52,0.004433843627360212
true,near million peopl popul florida larger earlier primari caucus state combin,75,0.0039662982416275305
false,everi one esd superintend posit pay three speech pathologist three special need instructor three classroom teacher,114,0.0
false,percent air traffic control tower obama administr close locat republican congress district,93,0.0
barely-true,say appl product current percent conflict free intel percent conflict free,74,0.0
true,crimea becam part ukrain crimea histor part russia nikita khrushchev gave ukrain gestur mystifi peopl,101,0.0
false,say fiduciari respon busi famili employ pay tax legal requir,62,0.0
half-true,feder govern could save million annual circul coin instead bill,63,0.0
half-true,hous crisi catherin cortez masto gave sweetheart contract worth million c law firm donat thousand polit campaign,112,0.005540845122145033
true,rick scott forc resign head compani pled guilti massiv amount systemat fraud includ feloni lead histor billion fine,115,0.0
false,say feder govern restrict much salt put food,44,0.0
pants-fire,lead american revolutionari war guy boston got head blown tri secret rai tax tea,81,0.010115971028324289
true,propo nclaw bodi camera footag give polic broad author keep video footag secret even individu film,99,0.0
half-true,wage state local govern employ would affect minimum wage increa georgia combin cost taxpay million annual,107,0.003423856769442235
barely-true,make sen histor drop race still competit bobbi kennedi assassin june california,80,0.0
true,say couldnt keep inch redfish caught fish rule,46,0.0
mostly-true,say oppon kathi tovo believ austin invest much cop firefight param protect famili neighborhood,96,0.0
mostly-true,newt gingrich fine ethic violat,31,0.0
barely-true,entireti north america canada unit state mexico known reserv three countri russia saudi arabia,100,0.003243375422598005
false,accuraci state job number,25,0.006441184239867281
true,right percent health insur cover highest weve ever countri,63,0.0
half-true,roy barn proclaim mexican worker good georgia,45,0.0
half-true,say india gain job thank romney,31,0.0
mostly-true,percent american admit republican anymor,40,0.0
barely-true,cost everi american insur pick cost uncompen care goe emerg room,65,0.0
true,caus death african american male murder,39,0.0
mostly-true,unit state highest incarc rate world,38,0.006151613885957974
mostly-true,nation debt track doubl obama presid,36,0.0
barely-true,travel countri advoc fairtax,28,0.0
half-true,say mitt romney massachusett th job creation,44,0.0
half-true,say deborah ross support iran nuclear deal ransom paid hostag,61,0.03499473566816835
false,say ron johnson essenti done noth fight heroin addict opioid abus,65,0.0
true,virginia name best manag state best state busi best state torai child governor,79,0.008360200509917592
barely-true,year anybodi ever seen donald trump tax return show didnt pay feder incom tax,77,0.0
false,say u hous candid carlo curbelo support rai flood insur rate,61,0.035261820654083786
false,say plan parenthood chapter sell bodi part abort fetus profit,61,0.0
half-true,middl class famili baucus plan percent make could deduct direct paycheck call max tax,85,0.0
true,new st state senat district creat secret van wanggaard drawn within half block hous,83,0.0032130427015376606
half-true,say unemploy tripl dane counti due kathleen falk tax polici,59,0.0
true,rhode island voter identif law push black democrat hous black democrat senat fact,86,0.006588761086476769
true,jeff green move california florida last two year fact would legal allow run statewid offic live long enough meet resid requir,125,0.0
half-true,presid obama increa feder workforc individu percent sinc hes taken offic weve lost million job,95,0.0
half-true,say alison lundergan grime support obamacar cut billion senior medicar,70,0.00785799041955526
mostly-true,borrow money chine buy oil saudi,33,0.0
mostly-true,obamacar provid coverag abort despit presid commit would,56,0.0
barely-true,handel endor gay adopt run chairwoman fulton counti commiss,60,0.0
false,support war iraq record show im right,37,0.028150007656707388
barely-true,wendi davi popular politician texa,34,0.0
pants-fire,presid barack obama met iranian presid hassan rouhani,53,0.0
mostly-true,church barack obama belong nonnegoti commit africa,50,0.0
barely-true,say vote remov common core school,33,0.0
false,terri mcauliff threaten shut virginia govern budget plan isnt support,69,0.008090137525943564
true,shed job year manufactur ad job past three,42,0.0
pants-fire,least isi fighter caught come across mexican border texa dozen get caught border patrol,87,0.0
half-true,less half job carrier manufactur plant indiana actual stay,58,0.0
true,fifti one percent major american household paid incom tax zero zip nada,71,0.0
false,say major leader eric cantor call abolish social secur medicar,62,0.0
false,never said muslim would subject profil polici,45,0.0
mostly-true,major team spend dollar offen side footbal,43,0.0
half-true,member congress reduc salari sinc great depress mean gone eight decad without pay cut,85,0.0
barely-true,say five studi show tax plan cut rate still bring revenu without rai tax middl class,85,0.0
barely-true,last week senat obama run mate said get rai tax patriot,56,0.0
mostly-true,today american compani near trillion sit balanc sheet,53,0.0
mostly-true,say percent texa physician accept new medicaid patient percent,62,0.0
false,say plan parenthood ceo cecil richard forc conc percent plan parenthood revenu abort,86,0.0
true,georgia spend fewer tourism adverti dollar state south,55,0.0044640678163940795
pants-fire,obama admit citizen,19,0.0
half-true,lee fisher ohio lost near job,29,0.0
barely-true,name frank risen popular percent sinc debut hous cardson netflix,64,0.0
mostly-true,slaveri still allow wisconsin law long punish crime,51,0.022934369712274583
barely-true,presid barack obama power stop deport undocu immigr countri,59,0.0
true,foreign compani unit state signif higher union rate compani over,68,0.00408445298997373
mostly-true,say georgian get health insur month,35,0.0
half-true,say world war ii veteran die everi day,38,0.016683263468581955
true,feder offici declar grant fund could use milwauk streetcar project mean isnt possibl redirect money mode public transport public school,136,0.0
mostly-true,john mccain twitter account million follow offici white hous twitter account,76,0.0
mostly-true,ohio plan parenthood oper receiv million taxpay dollar via feder grant,70,0.0
false,say presid obama deal allow iran produc nuclear weapon,54,0.05831568706391754
pants-fire,stimulus bill includ sculptur garden miami,42,0.0
half-true,thoma jefferson express strong support balanc budget amend,58,0.008171349005875017
half-true,say marco rubio went univi spanish promi would first day offic rescind presid obama illeg execut action,105,0.007212855035005128
half-true,presid obama u secur fund israel time high,42,0.0
barely-true,say state rep sandi pasch noth stop peopl scam wisconsin share child care subsidi program vote fund fraud investig,114,0.0029615603530099843
mostly-true,top one tenth percent almost much wealth bottom percent,59,0.0
false,unit state first creat feder incom tax frank nobodi million dollar year paid anyth,82,0.013493465979225738
mostly-true,say milwauk counti park director sue black receiv pay rai five year,69,0.0
barely-true,say romney wrote first edit book health care plan expand nationwid took book,76,0.007586902638374249
pants-fire,say gov john kasich impli portion worker compen rebat employ direct back form campaign cash,92,0.0
false,state agenc forti five agenc relat health care,46,0.004240047508601852
mostly-true,say rep bruce braley iowa miss percent veteran affair committ hear,67,0.0
half-true,nascar endor trump,19,0.0
true,abraham lincoln visit say even danc ohio senat chamber,54,0.0
false,premium medicar prescript drug program fallen almost everi year sinc began,74,0.015553659155102983
true,mitt romney governor massachusett stood front coal plant point said plant kill,78,0.0
pants-fire,central fall school system spent time clock,43,0.013894302781723877
half-true,ceo ebay whitman start separ divi sell porn,44,0.0
half-true,mayor realli serious support philli schoolchildren handl citi loom fiscal crisi could begin slash size administr alreadi percent larger predecessor percent cost,160,0.005002456660073373
mostly-true,top th percent today america almost much wealth bottom percent,66,0.0
mostly-true,percent job creat state ohio creat small busi creat huge corpor wealthi,71,0.0035190677649588054
barely-true,barn oppo creation hope scholarship campaign zell miller issu,62,0.0
pants-fire,say donald trump make america great againhat made china,55,0.0
half-true,chang rule govern judici conflict interest,42,0.0
true,northeastern state pass photo id law,36,0.015014286530976362
false,say govern barrier innov develop,32,0.0
false,percent dropout rate inner citi school,38,0.0
false,law say polic offic stop whatev say deal later,46,0.0088499189107335
mostly-true,jim renacci cheat incom tax deadbeat citizen,44,0.0
half-true,say gov rick perri wall street bailout,38,0.0
pants-fire,nation rifl associ found religi leader want protect freed slave ku klux klan,76,0.0
true,legal ohio fire employ evict tenant gay,40,0.03260868330144118
barely-true,say hometown paint creek texa doesnt even zip code,50,0.0
true,uber ride share firm requir carri auto insur georgia law,56,0.00729126451491513
false,say hillari clinton believ abort legal even due date unborn child,65,0.0
barely-true,great recess emerg larg part tax polici slash tax wealthi fail invest middl class took eye wall street creat perfect storm,122,0.01820532175243883
true,ive actual conver protest substanc,35,0.0
false,jerseycomeback keep roll thank govchristi nj lowest corrupt risk state,70,0.003294557097861417
barely-true,say attempt tri compar massachusett health care law feder health care law complet intellectu dishonest governor romney rai one tax,131,0.011474362507470803
mostly-true,sinc david jolli given almost keep democrat congress,52,0.0
false,passag referendum aquarium clearwat mean futur fund neighborhood,64,0.0
mostly-true,say texa rank th nation educ fund per pupil,43,0.0
mostly-true,health insur expen massachusett anywh el countri,52,0.0
true,two year gov mcauliff veto bill previous three governor issu four year term,75,0.0
false,everyth said campaign trail factual accur,41,0.0
mostly-true,honduran children came countri secretari clinton said send back,63,0.0
mostly-true,say jeb bush said low incom women get life togeth find husband,62,0.0
mostly-true,percent stimulus money actual spent,35,0.0
false,cent thedollar clinton foundat goe charit caus,46,0.0
barely-true,presid obama told peopl skip come las vega convent meet,55,0.0
pants-fire,say john boehner admit go differ weve return fail econom polici wreck economi,77,0.0
half-true,newark home one third commerci multi famili develop,51,0.0
barely-true,say debbi wasserman schultz vote repeat send termin ill patient prison,70,0.0
pants-fire,right wing extremist tri take seat push anti choic anti equal agenda state hous,79,0.0029175411247479577
mostly-true,state lobbyist lobbi legislatur money everi year,48,0.0055007585994022445
mostly-true,atlanta sinc seven dead sin mandatori minimum sentenc took effect violent crime rate drop percent,97,0.010258377884638015
half-true,jim whelan decad sinc popul atlant citi actual went,51,0.0
mostly-true,say trimet analysi show youthpass actual add transit agenc cost,63,0.0
barely-true,john mccain offer billion tax break oil drug compani almost noth famili like,76,0.015401076423685822
true,adopt modern social secur system time averag person die old enough get social secur,83,0.009971532469219335
true,come th anniversari elect republican unit state senat last time new jersey sent republican unit state senat,107,0.0064644793158685765
pants-fire,sen sherrod brown vote help pass barack obama job kill health care law slap small busi throughout ohio billion tax increa,122,0.006243195782085098
barely-true,presid obama budget would call trillion debt end term elect,59,0.0
barely-true,know sunday morn usual given conserv white men,46,0.0
false,rob cornil endor local mayor includ independ democrat republican,66,0.0
half-true,delta anim death among u carrier past five year,47,0.0
mostly-true,republican candid governor karen handel run percent negat campaign,66,0.0
false,attorney general eric holder involv dismiss crimin charg new black panther parti voter intimid,94,0.0
half-true,say state share texa public educ spend increa percent past decad reach billion,79,0.00432966739650209
mostly-true,richmond va move van come go,34,0.0
false,gov chris christi owe state money amen like extra gorgonzola chee staff trip,77,0.0030299103912692082
pants-fire,glad word ethic report corpor sponsor congress trip clear word exon,72,0.0
half-true,paul ryan medicar plan could rai futur retir cost,51,0.0
false,tax inver wall street journalsurpri attack tax scheme,55,0.05600341914998341
mostly-true,say stefani carter repeat use campaign contributor donat rent margarita machin state hous offic,95,0.0030427409965051444
